Id,SalePrice
1576,238342.21785649704
1577,194247.43855959494
1578,151073.36069787657
1579,138722.1718226931
1580,192563.10057040595
1581,159095.16342271192
1582,125713.72007834111
1583,314065.6014389753
1584,225925.90573772285
1585,140163.04384407055
1586,73253.5919775235
1587,103858.24668069245
1588,147702.3442406383
1589,97079.45227670029
1590,136059.18221527798
1591,90730.6635977469
1592,118718.43891736605
1593,129891.11208550833
1594,122693.72697043854
1595,108392.9737456245
1596,213555.56959258133
1597,166553.45251237307
1598,213454.75048988758
1599,186906.1605239981
1600,168712.7516993708
1601,71773.88209929015
1602,112846.58331615041
1603,90347.06106319642
1604,265254.254579129
1605,240506.04880945143
1606,161847.11130741908
1607,169368.88082249582
1608,216884.61572063674
1609,189806.86889660897
1610,144176.4236572583
1611,139302.73848073007
1612,153514.77079054888
1613,155935.618024097
1614,124741.53513937605
1615,82720.81586307813
1616,63300.83927115913
1617,88320.91977486684
1618,127029.81193914427
1619,141938.82967351488
1620,151423.52039419216
1621,125737.00015848756
1622,144977.92318089202
1623,253718.26073478168
1624,221537.54374869296
1625,130365.9543826627
1626,160004.33349974192
1627,179675.53849026808
1628,280977.8756234904
1629,187455.045333426
1630,326892.0730719603
1631,201589.79556572664
1632,233207.15184949152
1633,186634.47949628718
1634,180805.85034657017
1635,172245.38482409582
1636,152742.9672754907
1637,177910.0830695237
1638,219521.0162351372
1639,183047.95408871965
1640,257623.7359594583
1641,175351.52038044497
1642,240743.60821351147
1643,237866.55615803995
1644,242609.61640535927
1645,190569.02709003046
1646,159991.64880762133
1647,160261.62302232493
1648,126493.09915515281
1649,136611.81821138054
1650,122419.23227755044
1651,121139.21312395514
1652,95535.50575187712
1653,94323.05610061005
1654,152197.8758500567
1655,155082.7915691865
1656,140144.8478334631
1657,146977.84044012756
1658,147181.55193480803
1659,129060.39137533255
1660,162975.56623562844
1661,474509.93798363267
1662,382261.1606561013
1663,395587.6531061409
1664,285996.4999266119
1665,329992.6872795281
1666,328901.7418248835
1667,354467.3203761179
1668,355769.5006164724
1669,296590.670847727
1670,370454.40270651155
1671,274185.75257036276
1672,410878.62490080146
1673,314554.1035025008
1674,253811.5976954253
1675,184423.65301067455
1676,189702.40986632954
1677,218695.5391519783
1678,469469.9299193599
1679,371616.3708234373
1680,336872.00326093286
1681,279736.1332377266
1682,315270.5936741953
1683,180568.87858602882
1684,183921.98306078414
1685,168473.4877593112
1686,175925.64164973266
1687,177951.56438770014
1688,198565.65000367115
1689,200089.20018898902
1690,202106.9119577401
1691,187021.3728171739
1692,276672.6774086268
1693,179576.63965110562
1694,171724.47199889235
1695,171722.25270280975
1696,280909.7128340144
1697,174689.07745357536
1698,346003.8324690517
1699,299335.33634418773
1700,244090.8327048589
1701,279021.3908513023
1702,256261.27239380078
1703,268329.292005772
1704,279228.9707049605
1705,246204.67882787046
1706,394533.27595302585
1707,207526.2208541188
1708,214772.30411273084
1709,304576.25835066254
1710,234954.0699571161
1711,268541.2173131277
1712,262936.6690400778
1713,273791.01780387695
1714,219866.24432857017
1715,206006.31115795719
1716,191721.8904525979
1717,179844.33842640632
1718,130746.11065406185
1719,193428.4017794437
1720,237228.31528766244
1721,188087.4390375686
1722,128531.4995058932
1723,157629.04469427778
1724,204004.03315028435
1725,246000.32044379655
1726,176081.8708584894
1727,157610.5681886146
1728,187513.62321007493
1729,157522.8792539483
1730,156978.70035445015
1731,116782.31738746076
1732,131410.18707710507
1733,114208.28076020043
1734,122209.90908459714
1735,138965.27621923454
1736,114749.70749510339
1737,327067.1207281422
1738,231842.66698476102
1739,253678.592207924
1740,203068.6216785995
1741,200623.57859201098
1742,164196.804298112
1743,176818.8080847115
1744,322368.33622440946
1745,217971.94649114306
1746,209737.73684582405
1747,226397.6652705994
1748,214109.685594447
1749,152469.8679964176
1750,137542.89769653993
1751,239136.64336889016
1752,124180.70568951752
1753,134185.5068247344
1754,197906.7617889876
1755,171864.45894998236
1756,121533.05367273946
1757,121036.4097485419
1758,138079.9712184302
1759,169763.89158330715
1760,165581.0035603022
1761,144854.46019324427
1762,170699.2366018091
1763,167889.8448562182
1764,115584.36691378127
1765,160174.39532116978
1766,175183.48082810748
1767,206349.98749706583
1768,149313.74745394374
1769,165962.7903420525
1770,156679.9607239439
1771,130942.19054798031
1772,126552.8394828332
1773,125832.20020088997
1774,124009.50165298178
1775,136717.95896054167
1776,128492.25266712045
1777,117144.4909407576
1778,140040.90785038404
1779,124365.05968532148
1780,173838.75943637366
1781,130013.71037942817
1782,85826.73981933905
1783,139232.7273105362
1784,99590.04148775146
1785,122635.31556855363
1786,131628.43972594032
1787,180251.00199638848
1788,65267.75025619226
1789,108533.59731070648
1790,90555.60659863088
1791,168624.82656390723
1792,152656.06656389494
1793,131765.38644473968
1794,149541.25768511937
1795,134413.76468609655
1796,137234.96463340643
1797,123571.5698051417
1798,122073.30387383509
1799,116178.97725457982
1800,133238.22920949437
1801,123861.81498981443
1802,139399.51542973044
1803,140972.92950655555
1804,141145.92131291894
1805,143282.2001888853
1806,115910.06673690242
1807,123276.54582165435
1808,129226.2499465576
1809,118023.84804362743
1810,137169.52482135632
1811,97091.61600770066
1812,87519.97986475119
1813,120874.45768655317
1814,90925.324030668
1815,58137.23407715692
1816,102543.0293374752
1817,104765.3836910765
1818,153743.8009466484
1819,119647.12216929872
1820,67180.36717550132
1821,105318.12594034582
1822,142231.01407128476
1823,56943.156893845866
1824,127321.92865517054
1825,139763.27546926358
1826,109666.38584120308
1827,107744.69317645776
1828,136949.7375651758
1829,114073.66770177457
1830,134035.58989254138
1831,146917.17624041587
1832,90763.6407866929
1833,138332.51667663123
1834,123083.32824719533
1835,136395.65457883
1836,110799.03149147631
1837,98476.000440333
1838,129881.90721527598
1839,87928.88848543627
1840,134267.08477287905
1841,133256.928369772
1842,80129.64289439937
1843,150716.48497435212
1844,140012.7902217961
1845,139517.11107062668
1846,151908.83899078707
1847,170369.11104300278
1848,59597.496359039505
1849,105661.57663552213
1850,114886.72281613351
1851,155944.20161802735
1852,138694.39526413745
1853,135649.1117030672
1854,173664.47210562165
1855,158586.28415908193
1856,226594.81632120567
1857,172425.55212726453
1858,134381.02964804444
1859,123017.5131955377
1860,153186.9717789858
1861,122572.80177947333
1862,263739.7962215575
1863,255892.46718638894
1864,255892.46718638894
1865,345137.4670295429
1866,349853.414567262
1867,249534.73013187232
1868,295085.87037427374
1869,209230.26030273788
1870,238355.83613547368
1871,250578.48815869924
1872,164197.09656052623
1873,237039.90741941013
1874,145604.7079207762
1875,197180.12933802142
1876,180497.35260849402
1877,213839.06163787158
1878,216160.16431471804
1879,130720.16347370148
1880,129895.11608473885
1881,242704.3380879175
1882,264772.89084687736
1883,182630.8773841533
1884,203204.9553204505
1885,256193.70955144873
1886,292246.2261005977
1887,206266.38699798845
1888,276282.7379384106
1889,156345.1637155907
1890,135516.98942138877
1891,133588.10731953208
1892,106353.71562647638
1893,129408.80289635649
1894,117360.19752386268
1895,139090.16751055265
1896,120072.0340132867
1897,114230.15175877535
1898,115568.96100134186
1899,148378.0601460256
1900,140388.72254944002
1901,156366.49489527155
1902,124408.39049135084
1903,197217.64494338963
1904,134655.89176923822
1905,180992.74518723437
1906,164184.23575563153
1907,190753.45979059295
1908,104512.0267040311
1909,134789.0542967498
1910,115369.21461198315
1911,193312.70625008788
1912,283312.76401885325
1913,136331.5491515506
1914,61989.1383438241
1915,293139.84564126097
1916,67736.37832125365
1917,246816.15079858032
1918,139793.85323878264
1919,169254.31746050162
1920,145919.3081309108
1921,419081.6955077386
1922,342860.59092951816
1923,206000.58400558002
1924,237727.96775164234
1925,209972.54013288123
1926,400855.3702722755
1927,137982.0529670874
1928,156610.4559657373
1929,124822.70902922924
1930,134992.39631528844
1931,144714.34858254733
1932,124413.42285049747
1933,175952.3309117107
1934,171745.99692228695
1935,168780.18972345814
1936,169664.38280202833
1937,182620.26101409935
1938,169812.51854626814
1939,242287.95174647545
1940,184422.9096530833
1941,170001.34040453055
1942,181332.74876723738
1943,212801.42727057115
1944,342962.85456558625
1945,376837.5509862876
1946,137342.40190461662
1947,291224.45247717795
1948,191957.39631505168
1949,246345.87998918004
1950,185011.29424507267
1951,281516.4251586264
1952,231036.17815499834
1953,178713.36203638517
1954,183985.92866539184
1955,129390.65722723697
1956,293768.21814365516
1957,145123.8487239532
1958,321985.5470066557
1959,138412.18094800998
1960,113868.55068955912
1961,121692.28464878496
1962,94876.08443343446
1963,104112.04296874942
1964,104407.1848757726
1965,150409.0392347628
1966,141375.78685637523
1967,285317.53178627015
1968,399002.8252051873
1969,396433.64466846274
1970,425099.0457334595
1971,458140.54830810573
1972,358702.19689777936
1973,260549.19806741495
1974,324815.94136265817
1975,289910.6833028154
1976,271807.51575434755
1977,366656.45097400085
1978,350112.84080899414
1979,329333.3859216103
1980,198962.40247455667
1981,348766.33631550544
1982,224559.57507981086
1983,211490.19532823618
1984,169752.45186693323
1985,221859.31773429536
1986,219917.21302292103
1987,174629.70945810157
1988,171614.0160644536
1989,194002.52243105724
1990,215647.81233378753
1991,223407.85249729763
1992,214752.71450832626
1993,170952.92617340432
1994,240196.02399578862
1995,184015.01030153994
1996,256599.43477262018
1997,312492.2066735777
1998,324979.1366583362
1999,261349.6499103832
2000,316455.538031729
2001,275590.42297187593
2002,250536.88787016887
2003,249571.20542027755
2004,265435.1582717187
2005,233430.95990673962
2006,231477.51830479314
2007,252947.78920893295
2008,222096.28434883466
2009,182830.24239929218
2010,202262.56426659273
2011,139010.07632962766
2012,180129.072210837
2013,174019.51597229342
2014,182433.59185611183
2015,205790.02269824842
2016,187263.86154133806
2017,198577.71088472733
2018,128408.18937770632
2019,135547.23390733876
2020,109431.565216259
2021,114339.64977926675
2022,165555.55043944408
2023,131030.2515077692
2024,251551.12050807412
2025,347728.8954825899
2026,176993.33561643746
2027,153415.33673518445
2028,156854.97226804637
2029,155670.1874946525
2030,279335.17789105535
2031,261595.20036648857
2032,265753.57879878336
2033,269094.81330997904
2034,172149.33784288945
2035,204346.02271954605
2036,207272.7858166135
2037,207286.81779544585
2038,301651.7804550518
2039,227722.8470133197
2040,338243.3293028069
2041,326844.3551148216
2042,201196.94437030907
2043,165812.65750192225
2044,180263.6372982748
2045,220566.71235578394
2046,138037.7727885985
2047,134179.85177878107
2048,136579.13362579435
2049,131657.0654736768
2050,186229.81775641342
2051,113150.54908271095
2052,129835.97724455196
2053,151746.36595735495
2054,85425.19696140238
2055,150022.7739733907
2056,150038.5248464297
2057,123328.38606506892
2058,228872.14707909932
2059,127611.16746852639
2060,171919.83789323422
2061,172356.65218964772
2062,132905.61241953724
2063,117156.03798405518
2064,137947.11564852434
2065,114204.6344787378
2066,166141.98732412595
2067,130777.76418483755
2068,130551.08388550457
2069,84175.32588525416
2070,102998.68006001215
2071,99510.65401742577
2072,112460.55852955535
2073,144984.4252502234
2074,191527.36841790093
2075,147328.51462150685
2076,125707.14692950009
2077,150855.3890276106
2078,121109.46223818355
2079,136872.6340631751
2080,123821.1454935936
2081,123111.94908666125
2082,112872.0546001686
2083,133317.92717009084
2084,108249.51983165175
2085,115385.75159812353
2086,131359.3757989633
2087,113426.33160611572
2088,89194.52242219097
2089,74078.32193854179
2090,132789.77163709357
2091,108853.89279425958
2092,118299.17674908557
2093,113437.17784427601
2094,128330.94257125213
2095,147278.45893937102
2096,86574.73172143601
2097,94145.99493702041
2098,132031.54377167358
2099,66510.34988201679
2100,86261.32627354155
2101,111933.99270727465
2102,131193.9701818114
2103,105543.15675001185
2104,132731.69187519452
2105,121544.41047279802
2106,61921.12468026204
2107,196357.29927836385
2108,111866.76943595592
2109,107106.67785100808
2110,138151.36023446202
2111,155643.69081371606
2112,133278.4529182515
2113,121013.22734993651
2114,109753.60674915716
2115,152969.13322715106
2116,112973.68119045826
2117,146320.30101960202
2118,124388.29960317997
2119,107590.19251034013
2120,112238.7333252756
2121,91073.26048927307
2122,96587.87027356475
2123,88768.80187490596
2124,159577.07835175373
2125,128683.74798375447
2126,137793.3365462907
2127,137535.680334862
2128,124137.32488053231
2129,100192.37668929138
2130,136096.99988212367
2131,142988.6906747078
2132,107633.73589947887
2133,121573.94904158538
2134,123460.89772632129
2135,101349.65503506693
2136,74803.34094948428
2137,116991.2962290179
2138,137783.54229063637
2139,145497.45763453454
2140,142867.47626986532
2141,153017.9045344567
2142,126813.25086633931
2143,130935.89580264992
2144,119281.18059781521
2145,140383.2659802546
2146,160702.16740690658
2147,152373.11881088073
2148,138946.01153773034
2149,143958.12287056897
2150,217488.77307421688
2151,107354.88547028777
2152,150742.77946709323
2153,152519.3658703393
2154,100685.23921106313
2155,138295.06051232124
2156,256723.93292187506
2157,247143.53949834823
2158,250880.52107818436
2159,203572.76037632927
2160,168579.6179617443
2161,245536.12783768226
2162,373825.7401151592
2163,371842.5533995262
2164,254489.23003504498
2165,179290.36878095462
2166,146714.40143032206
2167,210977.08773696108
2168,190352.05222095642
2169,196295.53370851395
2170,215578.16066507727
2171,142664.24751982896
2172,138571.3554061813
2173,158592.39053529158
2174,219862.17850050234
2175,281057.49915595923
2176,312273.56294907944
2177,245642.61820295293
2178,219632.20194312357
2179,141384.80136623184
2180,186947.6920622121
2181,178562.58221258922
2182,212503.43061511253
2183,187723.1267884259
2184,128859.96195024403
2185,131668.25420085984
2186,147234.66012943164
2187,152793.58775502702
2188,150025.49997661822
2189,198886.96746601825
2190,84514.81968713469
2191,83867.0992398264
2192,88343.7334044362
2193,106442.29018800663
2194,108593.94927110839
2195,115855.8088395935
2196,108458.40213419552
2197,114900.22175164688
2198,151721.52075407593
2199,186754.66441560106
2200,142594.5481287657
2201,135167.77875514218
2202,204881.84715829242
2203,128349.31353222272
2204,176078.00868860492
2205,102934.05724967977
2206,139089.06953125272
2207,212983.45254034654
2208,233793.98340664012
2209,196880.38517295037
2210,116886.19988077976
2211,115126.2790137115
2212,107145.7611595117
2213,99002.37279763039
2214,129585.90651360438
2215,109013.0794821162
2216,137026.3220498747
2217,66254.37009566944
2218,78040.61794488136
2219,71846.21729712652
2220,69558.21069431958
2221,299052.1969352115
2222,247473.161330564
2223,285921.75586620416
2224,207191.50498965406
2225,124071.99493888015
2226,161564.51209801086
2227,212276.3710750282
2228,265418.66770191543
2229,254622.25223414568
2230,139102.62591885342
2231,208471.85050152167
2232,171381.7599893706
2233,195140.31807314508
2234,259938.36126592843
2235,202614.31851055252
2236,271066.0889376152
2237,345934.54614454194
2238,185922.27079984444
2239,116257.63398609532
2240,155042.1928058726
2241,155371.5676292958
2242,119255.95007589107
2243,133285.68775888713
2244,101763.9226367203
2245,103119.61051504115
2246,143475.40172375596
2247,107402.47034413609
2248,122873.83453405245
2249,125763.10356274729
2250,131193.9448852668
2251,108106.58661762852
2252,165437.17672375837
2253,156412.97120535106
2254,179663.6098813561
2255,186137.75169467303
2256,181649.26380368113
2257,197799.03821708832
2258,167823.97387577652
2259,174540.3095073602
2260,171236.25169741138
2261,192360.40529889896
2262,200765.9810540099
2263,375283.3355544012
2264,461383.837991086
2265,183754.84561528338
2266,278772.8006631507
2267,363362.77753380855
2268,404398.5949648779
2269,146673.1031547305
2270,208526.60765837602
2271,234169.94905624902
2272,212257.69165164218
2273,174903.2455769059
2274,173583.3462480739
2275,165962.77584413366
2276,201536.3938996505
2277,179218.07032422448
2278,143045.28921125518
2279,129798.9285881
2280,117874.24501767405
2281,158888.37328196672
2282,182690.6897120792
2283,102704.18745176241
2284,106521.7867168746
2285,145896.17234287443
2286,124709.33917164138
2287,354373.08634539455
2288,269740.62650760065
2289,352221.4851090958
2290,431147.11522307596
2291,316420.160096197
2292,432723.46657824
2293,414141.81368273037
2294,392925.3616756676
2295,447486.1073338657
2296,260601.272281531
2297,295107.4336255021
2298,345459.1371429328
2299,345241.412319233
2300,319768.7552237188
2301,287680.9456079318
2302,237978.41150089153
2303,236430.99784025305
2304,225100.5507576392
2305,179917.38522178784
2306,184138.28966349427
2307,188034.46334479243
2308,221875.42262773032
2309,288684.9083515981
2310,210852.091969467
2311,201924.5379754406
2312,182206.10754527574
2313,172000.1653315255
2314,163907.20793662826
2315,165908.3251676843
2316,160763.85249846565
2317,174385.1198128944
2318,161885.24223827547
2319,173326.39557740872
2320,184130.71684797626
2321,251036.73287330143
2322,175637.3639749377
2323,197631.79279018144
2324,194241.4968385449
2325,209464.17201533384
2326,186658.95986656158
2327,206911.70185780083
2328,227368.68593139006
2329,180700.64118341063
2330,172921.8861895193
2331,341045.18202297937
2332,368947.6683348513
2333,309790.13876190694
2334,246058.48907995704
2335,292752.437017969
2336,319304.1920906296
2337,194156.15705323935
2338,263386.0611472816
2339,229732.60630548603
2340,396621.6536560262
2341,218772.21262191288
2342,227778.63686217694
2343,226965.52588856043
2344,209181.40298641828
2345,222523.8286351908
2346,214618.03430548284
2347,199164.589673868
2348,242683.13180787614
2349,165176.25344827943
2350,287816.24850117695
2351,257279.49257267726
2352,251180.14797822732
2353,248651.17195519587
2354,128405.37396341695
2355,148371.62145280698
2356,157812.33102874373
2357,193454.59900914697
2358,189405.1797599725
2359,125908.30788706959
2360,114266.0026045815
2361,144941.26424010814
2362,271394.6842179705
2363,125960.29255447852
2364,174449.371134315
2365,231553.58148982565
2366,198634.96695649592
2367,208539.96438997673
2368,218123.18142143046
2369,211793.04991940537
2370,162920.0594032789
2371,164591.87308465174
2372,194438.96294290666
2373,263807.71246228507
2374,312112.1593714589
2375,239228.85174810406
2376,285735.6503261952
2377,327161.28259945125
2378,152610.1678285857
2379,192235.14339898838
2380,148345.47404074902
2381,169266.6681818911
2382,214738.14074206585
2383,199661.0354003132
2384,234324.43969143758
2385,167035.24684546256
2386,142880.57639904955
2387,143014.7872742049
2388,100337.30573872288
2389,130534.18319881681
2390,145575.2295756533
2391,146749.05784325427
2392,115328.50817759272
2393,166368.167438619
2394,142065.93094950364
2395,193573.64554913418
2396,146518.68531881942
2397,215123.2051444564
2398,133922.75175203555
2399,63370.63402199592
2400,65074.71189083571
2401,107981.5475080398
2402,136137.97252523
2403,133864.43993534602
2404,146973.3358636187
2405,152996.0742945545
2406,145359.58092485563
2407,128459.31106964713
2408,147926.7577319196
2409,130163.76474006366
2410,160460.00399842282
2411,120120.6320310889
2412,155670.89051065233
2413,131051.58679005585
2414,149783.7892436759
2415,128129.6869175622
2416,126323.83182130207
2417,137288.2621369885
2418,130182.92685255299
2419,106899.65426291212
2420,124985.20418886114
2421,145228.55763125778
2422,125579.43467650813
2423,126001.09681667785
2424,147648.6333905545
2425,198929.99548100942
2426,129430.9657552025
2427,124249.91051865289
2428,172389.5151008457
2429,118444.79052928716
2430,131012.99417541965
2431,118479.01150539625
2432,141452.05620805605
2433,142340.892096372
2434,138053.69961761232
2435,138181.70761477182
2436,113722.12713665822
2437,106565.48264345026
2438,132393.95040853924
2439,121995.74438337209
2440,120421.80295435357
2441,103651.94232153503
2442,100689.4921136341
2443,113937.06791457912
2444,126287.37471924079
2445,81359.28248694784
2446,127917.44509824496
2447,186508.3251225063
2448,144776.37947568638
2449,103006.89710730106
2450,143111.24893786488
2451,129171.40361860301
2452,194133.28971186557
2453,90821.84085251491
2454,122831.09813752316
2455,130575.85216058634
2456,118176.28051934221
2457,119245.40247475935
2458,119064.47134115167
2459,108753.27191685377
2460,132785.42158341242
2461,114664.33351607781
2462,122320.70475801133
2463,117295.36481871583
2464,169843.50498539594
2465,135716.59482811586
2466,112170.31201923276
2467,138702.4648760673
2468,86079.03831898504
2469,76805.07123450802
2470,190297.87957391667
2471,193946.4331467382
2472,156735.2195476706
2473,106536.44402209738
2474,82920.53865478569
2475,207521.22341963337
2476,110474.96770585544
2477,130516.3458832167
2478,145134.3652895112
2479,104373.6402761454
2480,146375.17539037843
2481,122224.61298758352
2482,128866.44273771095
2483,113113.16978149967
2484,116143.21017439617
2485,124413.04350948855
2486,151910.82417662724
2487,190307.8951650231
2488,160992.2257599092
2489,143394.03885776768
2490,148461.4833757295
2491,90115.37516221394
2492,188705.74823574282
2493,161388.63058021927
2494,157101.23225041432
2495,99583.41696184823
2496,256659.25229998358
2497,148824.12479571585
2498,111899.70362354613
2499,95960.50770223123
2500,137219.72467393975
2501,125865.0361744451
2502,138532.1751075126
2503,95611.78568453382
2504,182752.1084162595
2505,223413.4662737039
2506,258170.49277014623
2507,249979.5882890644
2508,256122.2802786443
2509,210650.65729423583
2510,228762.06596687407
2511,178988.5785714667
2512,204655.46985414356
2513,219643.50907885298
2514,254051.02997423557
2515,147492.52282923233
2516,157870.5200325689
2517,142072.8592209455
2518,157943.91436194727
2519,225700.44126891193
2520,214120.93694559464
2521,187967.83069516838
2522,216721.91998480028
2523,130071.88006325708
2524,137871.69384500745
2525,145794.16263913945
2526,136753.15601728676
2527,117849.39148779711
2528,125361.72260439582
2529,141565.50734158934
2530,133776.91267828265
2531,245815.77065572655
2532,225370.12856426524
2533,200696.54049055744
2534,239026.50089202626
2535,301555.1429251223
2536,249081.35523546167
2537,248760.14567725855
2538,178054.06744120285
2539,194325.83439498578
2540,166295.9638537647
2541,181307.0641849977
2542,150162.25358323372
2543,130746.19894918153
2544,114312.5461828067
2545,134009.3060563647
2546,133947.8314225673
2547,144498.53375990805
2548,143956.6777304664
2549,143501.0593333649
2550,201197.56888809812
2551,139684.21377391563
2552,124351.04718934248
2553,80244.66165620011
2554,109826.97135792654
2555,120138.85046060215
2556,107662.25306307487
2557,112998.8591917997
2558,148160.17351748637
2559,127476.83501967603
2560,153306.48856215365
2561,138819.56605450672
2562,132208.86904546845
2563,136223.4989073047
2564,200452.48041630746
2565,148431.0264313175
2566,138673.844364115
2567,130530.07198059313
2568,178007.73334947025
2569,196422.67912902645
2570,114867.44367708312
2571,157986.12047725538
2572,153710.9909649047
2573,215733.79154923616
2574,273635.8827477437
2575,134176.01785794419
2576,116627.79687772914
2577,132075.23727958862
2578,84986.30422338087
2579,64549.48148756908
2580,106769.10124025191
2581,117189.79617907337
2582,116642.59409845127
2583,253510.60119690455
2584,166711.62805230176
2585,181010.49832238274
2586,229161.16523648237
2587,189948.73344397527
2588,148086.39302475392
2589,147811.90850246535
2590,207034.97087955257
2591,237203.0654622796
2592,194329.2554498331
2593,244589.61544989163
2594,178560.2791345404
2595,202185.8021630749
2596,318287.6989833938
2597,186035.39542477526
2598,267593.4664321166
2599,342500.8274892657
2600,184259.7727742672
2601,139491.47032753343
2602,75994.54628681132
2603,90853.36273868776
2604,81820.54797476681
2605,70196.01687980306
2606,155773.6060830854
2607,192980.11066595366
2608,209079.55032730603
2609,161442.04048473056
2610,112153.15061554972
2611,120450.52062299506
2612,150883.44232136445
2613,138750.73089696647
2614,128856.7874393006
2615,151084.39122598758
2616,147443.16530394528
2617,172973.1835862662
2618,211770.40017541364
2619,188724.47397480626
2620,172232.49089392804
2621,171311.79619279908
2622,171113.7628060351
2623,250101.73675495322
2624,269942.5598235652
2625,294157.011205944
2626,170946.57227588975
2627,166740.64318577794
2628,435883.9209153056
2629,495562.4030734556
2630,344244.93331269023
2631,451632.7810321945
2632,402631.8841603155
2633,282599.08325780125
2634,407622.7077354773
2635,160285.41268716237
2636,186559.93679090624
2637,191294.82620504455
2638,247088.9125633306
2639,197025.4245454974
2640,152703.95631061046
2641,99196.83334425227
2642,180630.4977029619
2643,93141.0601943353
2644,125073.81441594569
2645,106708.70898024667
2646,95058.92059863295
2647,103140.14753097347
2648,145745.44578437775
2649,143862.07688443956
2650,140093.33054639047
2651,138406.55373842464
2652,416672.1968088134
2653,253964.15460551978
2654,240911.13506405608
2655,419320.6437341975
2656,320341.95709889143
2657,339109.1310884564
2658,283879.2397028177
2659,280589.8706760007
2660,323413.2661770228
2661,354757.69233864156
2662,375336.39130932395
2663,279244.58428833674
2664,283639.50272353337
2665,311942.0624478827
2666,294872.57509864616
2667,165338.63564803815
2668,176601.37260271455
2669,168111.386329918
2670,275230.63530719775
2671,177746.66799083466
2672,190157.92100048324
2673,204952.00506655275
2674,207874.0846594373
2675,168750.5271485483
2676,195341.15436299378
2677,186632.30275701146
2678,257588.07307930646
2679,266745.9747436532
2680,267156.1270964123
2681,396767.57790946
2682,316599.0980834287
2683,542871.5702536174
2684,303444.85206097463
2685,331470.7151591826
2686,265464.3863393563
2687,331154.97898959083
2688,213462.75234010085
2689,209771.02648037192
2690,465321.9271959179
2691,183939.56506713878
2692,125858.92742180498
2693,190663.25463709817
2694,139467.9217797885
2695,194892.50732997403
2696,182911.8682303058
2697,174973.9149272178
2698,192505.87571172125
2699,172837.13413078067
2700,163784.97867094222
2701,147286.50780071542
2702,106586.80560008544
2703,131964.71797763123
2704,138930.34883774316
2705,118329.73797376214
2706,114174.33832438465
2707,121950.23938402667
2708,131524.70417369172
2709,100581.1475542866
2710,124262.68818372476
2711,306160.425389367
2712,359791.00425342505
2713,191145.86431061954
2714,153121.25309193134
2715,162853.44500883765
2716,149353.20976987894
2717,193951.64863152185
2718,235940.66619082412
2719,160344.2075102788
2720,175243.13722631696
2721,132461.00494805205
2722,156232.91200444466
2723,157418.2199032144
2724,134530.74742417719
2725,133306.42749042335
2726,141019.41554259646
2727,184262.51147727238
2728,173605.57508839358
2729,142379.61532338464
2730,134659.32321100996
2731,134199.3896669028
2732,123914.64653359391
2733,145208.03956890292
2734,146213.2189578607
